sid,"splunk_server","_time","is_realtime",provenance,search,"adhoc_search_level","api_et","api_index_et","api_index_lt","event_count","exec_time","result_count","savedsearch_name","scan_count","search_et",status,"total_run_time","__mv_sid","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_search","__mv_adhoc_search_level","__mv_api_et","__mv_api_index_et","__mv_api_index_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_search_et","__mv_status","__mv_total_run_time"
"admin__admin__search__baseSearch_1717117580.1646",server,"1717117580.215358",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103180.000000000",0,0,0,1717117580,1,baseSearch,0,"1717103180.000000000",completed,"0.129",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717117586.1671",server,"1717117586.224989",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103186.000000000",0,0,5,1717117586,5,search14,50,"1717103186.000000000",completed,"0.246",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717117642.1676",server,"1717117642.227714",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103242.000000000",0,0,0,1717117642,1,baseSearch,0,"1717103242.000000000",completed,"0.113",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717117648.1701",server,"1717117648.221463",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103248.000000000",0,0,5,1717117648,5,search14,53,"1717103248.000000000",completed,"0.098",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717117704.1706",server,"1717117704.222145",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103304.000000000",0,0,0,1717117704,1,baseSearch,0,"1717103304.000000000",completed,"0.111",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717117710.1731",server,"1717117710.220520",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103310.000000000",0,0,5,1717117710,5,search14,56,"1717103310.000000000",completed,"0.105",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717117766.1736",server,"1717117766.419012",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103366.000000000",0,0,0,1717117766,1,baseSearch,0,"1717103366.000000000",completed,"0.11900000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717117771.1761",server,"1717117771.479430",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103371.000000000",0,0,5,1717117771,5,search14,59,"1717103371.000000000",completed,"0.122",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717117827.1768",server,"1717117827.741824",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103427.000000000",0,0,0,1717117827,1,baseSearch,0,"1717103427.000000000",completed,"0.109",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717117832.1793",server,"1717117832.698076",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103432.000000000",0,0,5,1717117832,5,search14,64,"1717103432.000000000",completed,"0.116",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717117888.1798",server,"1717117888.794902",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103488.000000000",0,0,0,1717117888,1,baseSearch,0,"1717103488.000000000",completed,"0.162",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717117893.1823",server,"1717117893.601568",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103493.000000000",0,0,5,1717117893,5,search14,67,"1717103493.000000000",completed,"0.109",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717117949.1828",server,"1717117949.341652",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103549.000000000",0,0,0,1717117949,1,baseSearch,0,"1717103549.000000000",completed,"0.117",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717117954.1853",server,"1717117954.101093",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103554.000000000",0,0,5,1717117954,5,search14,70,"1717103554.000000000",completed,"0.10300000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118009.1858",server,"1717118009.796720",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103609.000000000",0,0,0,1717118009,1,baseSearch,0,"1717103609.000000000",completed,"0.14100000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118014.1883",server,"1717118014.548955",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103614.000000000",0,0,5,1717118014,5,search14,73,"1717103614.000000000",completed,"0.126",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118070.1888",server,"1717118070.251930",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103670.000000000",0,0,0,1717118070,1,baseSearch,0,"1717103670.000000000",completed,"0.111",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118074.1913",server,"1717118074.970339",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103674.000000000",0,0,5,1717118075,5,search14,76,"1717103674.000000000",completed,"0.11",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118130.1918",server,"1717118130.716675",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103730.000000000",0,0,0,1717118130,1,baseSearch,0,"1717103730.000000000",completed,"0.124",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118135.1943",server,"1717118135.399281",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103735.000000000",0,0,5,1717118135,5,search14,79,"1717103735.000000000",completed,"0.122",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118191.1948",server,"1717118191.264408",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103791.000000000",0,0,0,1717118191,1,baseSearch,0,"1717103791.000000000",completed,"0.122",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118195.1973",server,"1717118195.833741",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103795.000000000",0,0,5,1717118195,5,search14,82,"1717103795.000000000",completed,"0.122",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118251.1979",server,"1717118251.745001",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103851.000000000",0,0,0,1717118251,1,baseSearch,0,"1717103851.000000000",completed,"0.109",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118256.2004",server,"1717118256.257423",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103856.000000000",0,0,5,1717118256,5,search14,87,"1717103856.000000000",completed,"0.105",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118312.2009",server,"1717118312.243934",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103912.000000000",0,0,0,1717118312,1,baseSearch,0,"1717103912.000000000",completed,"0.098",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118316.2034",server,"1717118316.678047",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103916.000000000",0,0,5,1717118316,5,search14,90,"1717103916.000000000",completed,"0.133",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118373.2039",server,"1717118373.846055",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717103973.000000000",0,0,0,1717118373,1,baseSearch,0,"1717103973.000000000",completed,"0.131",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118378.2058",server,"1717118378.672447",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717103978.000000000",0,0,5,1717118378,5,search14,93,"1717103978.000000000",completed,"0.106",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118435.2071",server,"1717118435.704673",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104035.000000000",0,0,0,1717118435,1,baseSearch,0,"1717104035.000000000",completed,"0.093",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118440.2096",server,"1717118440.578953",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104040.000000000",0,0,5,1717118440,5,search14,98,"1717104040.000000000",completed,"0.115",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118496.2101",server,"1717118496.368750",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104096.000000000",0,0,0,1717118496,1,baseSearch,0,"1717104096.000000000",completed,"0.132",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118501.2126",server,"1717118501.175565",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104101.000000000",0,0,5,1717118501,5,search14,101,"1717104101.000000000",completed,"0.229",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118557.2131",server,"1717118557.260610",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104157.000000000",0,0,0,1717118557,1,baseSearch,0,"1717104157.000000000",completed,"0.114",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118562.2156",server,"1717118562.249046",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104162.000000000",0,0,5,1717118562,5,search14,104,"1717104162.000000000",completed,"0.128",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118619.2161",server,"1717118619.253293",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104219.000000000",0,0,0,1717118619,1,baseSearch,0,"1717104219.000000000",completed,"0.117",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118624.2186",server,"1717118624.250561",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104224.000000000",0,0,5,1717118624,5,search14,107,"1717104224.000000000",completed,"0.105",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118681.2191",server,"1717118681.549765",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104281.000000000",0,0,0,1717118681,1,baseSearch,0,"1717104281.000000000",completed,"0.109",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118686.2216",server,"1717118686.362938",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104286.000000000",0,0,5,1717118686,5,search14,110,"1717104286.000000000",completed,"0.107",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118743.2221",server,"1717118743.521077",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104343.000000000",0,0,0,1717118743,1,baseSearch,0,"1717104343.000000000",completed,"0.115",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118748.2246",server,"1717118748.486205",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104348.000000000",0,0,5,1717118748,5,search14,113,"1717104348.000000000",completed,"0.114",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118805.2251",server,"1717118805.269825",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104405.000000000",0,0,0,1717118805,1,baseSearch,0,"1717104405.000000000",completed,"0.11",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118810.2276",server,"1717118810.261829",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104410.000000000",0,0,5,1717118810,5,search14,116,"1717104410.000000000",completed,"0.10200000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118867.2281",server,"1717118867.269824",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104467.000000000",0,0,0,1717118867,1,baseSearch,0,"1717104467.000000000",completed,"0.125",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118872.2306",server,"1717118872.260877",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104472.000000000",0,0,5,1717118872,5,search14,119,"1717104472.000000000",completed,"0.114",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118929.2311",server,"1717118929.272605",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104529.000000000",0,0,0,1717118929,1,baseSearch,0,"1717104529.000000000",completed,"0.114",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118934.2336",server,"1717118934.260486",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104534.000000000",0,0,5,1717118934,5,search14,122,"1717104534.000000000",completed,"0.11",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717118991.2341",server,"1717118991.276829",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104591.000000000",0,0,0,1717118991,1,baseSearch,0,"1717104591.000000000",completed,"0.12",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717118996.2366",server,"1717118996.509047",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104596.000000000",0,0,5,1717118996,5,search14,125,"1717104596.000000000",completed,"0.437",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119053.2371",server,"1717119053.665443",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104653.000000000",0,0,0,1717119053,1,baseSearch,0,"1717104653.000000000",completed,"0.124",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119058.2396",server,"1717119058.268606",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104658.000000000",0,0,5,1717119058,5,search14,128,"1717104658.000000000",completed,"0.11900000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119115.2401",server,"1717119115.343213",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104715.000000000",0,0,0,1717119115,1,baseSearch,0,"1717104715.000000000",completed,"0.116",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119120.2426",server,"1717119120.315480",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104720.000000000",0,0,5,1717119120,5,search14,131,"1717104720.000000000",completed,"0.122",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119177.2431",server,"1717119177.272121",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104777.000000000",0,0,0,1717119177,1,baseSearch,0,"1717104777.000000000",completed,"0.111",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119182.2460",server,"1717119182.269873",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104782.000000000",0,0,5,1717119182,5,search14,134,"1717104782.000000000",completed,"0.228",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119239.2461",server,"1717119239.282401",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104839.000000000",0,0,0,1717119239,1,baseSearch,0,"1717104839.000000000",completed,"0.113",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119244.2490",server,"1717119244.282232",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104844.000000000",0,0,5,1717119244,5,search14,137,"1717104844.000000000",completed,"0.23900000000000002",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119301.2497",server,"1717119301.279025",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104901.000000000",0,0,0,1717119301,1,baseSearch,0,"1717104901.000000000",completed,"0.067",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119306.2522",server,"1717119306.309031",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104906.000000000",0,0,5,1717119306,5,search14,7,"1717104906.000000000",completed,"0.098",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119363.2527",server,"1717119363.285096",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717104963.000000000",0,0,0,1717119363,1,baseSearch,0,"1717104963.000000000",completed,"0.109",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119368.2552",server,"1717119368.287681",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717104968.000000000",0,0,5,1717119368,5,search14,10,"1717104968.000000000",completed,"0.123",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119425.2557",server,"1717119425.335585",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105025.000000000",0,0,0,1717119425,1,baseSearch,0,"1717105025.000000000",completed,"0.11800000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119430.2582",server,"1717119430.315562",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105030.000000000",0,0,5,1717119430,5,search14,13,"1717105030.000000000",completed,"0.107",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119487.2587",server,"1717119487.286058",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105087.000000000",0,0,0,1717119487,1,baseSearch,0,"1717105087.000000000",completed,"0.108",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119492.2612",server,"1717119492.282471",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105092.000000000",0,0,5,1717119492,5,search14,16,"1717105092.000000000",completed,"0.123",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119549.2617",server,"1717119549.292061",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105149.000000000",0,0,0,1717119549,1,baseSearch,0,"1717105149.000000000",completed,"0.121",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119554.2642",server,"1717119554.283126",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105154.000000000",0,0,5,1717119554,5,search14,19,"1717105154.000000000",completed,"0.115",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119611.2647",server,"1717119611.286386",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105211.000000000",0,0,0,1717119611,1,baseSearch,0,"1717105211.000000000",completed,"0.178",,,,,,,,,,,,,,,,,,
