sid,"splunk_server","_time","is_realtime",provenance,search,"adhoc_search_level","event_count","exec_time","result_count","scan_count",status,"total_run_time","api_index_et","api_index_lt","savedsearch_name","__mv_sid","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_search","__mv_adhoc_search_level","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_index_et","__mv_api_index_lt","__mv_savedsearch_name"
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919390.6876",server,"1715919390.133607",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715919390,5000,0,canceled,"0.111",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919390.6877",server,"1715919390.170899",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715919390,5000,0,canceled,"0.10400000000000001",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919419.6900",server,"1715919419.087449",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715919419,5000,0,completed,"0.067",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919462.6914",server,"1715919462.422683",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919462,2500,0,canceled,"0.081",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919462.6915",server,"1715919462.469689",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919462,2500,0,completed,"0.085",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919481.6939",server,"1715919481.795836",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715919481,5000,0,canceled,"0.073",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919481.6940",server,"1715919481.858694",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715919481,5000,0,completed,"0.064",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919510.6950",server,"1715919510.748244",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff",smart,0,1715919510,5000,0,canceled,"0.069",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919510.6951",server,"1715919510.794138",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff",smart,0,1715919510,5000,0,completed,"0.07",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919588.6987",server,"1715919588.376104",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time",smart,0,1715919588,5000,0,completed,"0.1",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919588.6988",server,"1715919588.571955",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time",smart,0,1715919588,5000,0,canceled,"0.063",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919737.7060",server,"1715919737.843813",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919737,2500,0,canceled,"0.1",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919737.7061",server,"1715919737.917327",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919737,2500,0,completed,"0.094",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919880.7134",server,"1715919880.909655",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = packets_received - prev_packets  // Use the new field for clarity
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| where isnotnull(""Rate (Avg) /s"") AND ""Rate (Avg) /s"" >= 0 // Ensure we have valid rates
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919880,0,0,canceled,"0.004",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919880.7135",server,"1715919880.941703",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = packets_received - prev_packets  // Use the new field for clarity
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| where isnotnull(""Rate (Avg) /s"") AND ""Rate (Avg) /s"" >= 0 // Ensure we have valid rates
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919880,0,0,canceled,"0.004",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919898.7150",server,"1715919898.270027",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = packets_received - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| where isnotnull(""Rate (Avg) /s"") AND ""Rate (Avg) /s"" >= 0
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919898,0,0,canceled,"0.003",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919898.7151",server,"1715919898.306188",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = packets_received - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| where isnotnull(""Rate (Avg) /s"") AND ""Rate (Avg) /s"" >= 0
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919898,0,0,failed,"0.003",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919913.7156",server,"1715919913.010364",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = packets_received - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919913,2500,0,canceled,"0.116",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919913.7157",server,"1715919913.038066",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = packets_received - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919913,2500,0,completed,"0.135",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715920058.7223",server,"1715920058.349192",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = packets_received - prev_packets
| eval ""Rate (Avg) /s"" = if(isnotnull(packets_diff) AND packets_diff >= 0 AND time_diff > 0, packets_diff / time_diff, null())
| fillnull value=0 ""Rate (Avg) /s""
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715920058,2500,0,canceled,"0.078",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715920058.7224",server,"1715920058.732351",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(_time) as prev_time last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = packets_received - prev_packets
| eval ""Rate (Avg) /s"" = if(isnotnull(packets_diff) AND packets_diff >= 0 AND time_diff > 0, packets_diff / time_diff, null())
| fillnull value=0 ""Rate (Avg) /s""
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715920058,2500,0,completed,"0.089",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD56c8fdb64f0c34c8e_1715974904.235",server,"1715974904.657228",0,splunkjs," | mstats rate_avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" WHERE (index=""mltk_training_data_4"" AND (source=""xr-1"")) AND interface_name=""GigabitEthernet0/0/0/0""  span=1m","",5000,1715974904,2500,5000,canceled,"0.211",0,0,"09821ace-6656-410e-8c4d-00c6cf2698e4",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD56c8fdb64f0c34c8e_1715974904.236",server,"1715974904.723684",0,splunkjs," | mstats rate_avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" WHERE (index=""mltk_training_data_4"" AND (source=""xr-1"")) AND interface_name=""GigabitEthernet0/0/0/0""  span=1m","",5000,1715974904,0,5000,canceled,"0.14100000000000001",0,0,"09821ace-6656-410e-8c4d-00c6cf2698e4",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD56c8fdb64f0c34c8e_1715974904.237",server,"1715974904.727502",0,splunkjs," | mstats rate_avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" WHERE (index=""mltk_training_data_4"" AND (source=""xr-1"")) AND interface_name=""GigabitEthernet0/0/0/0""  span=1m",smart,5000,1715974904,2500,5000,completed,"0.186",0,0,"09821ace-6656-410e-8c4d-00c6cf2698e4",,,,,,,,,,,,,,,,
"rt_md_1716052634.4549",server,"1716052634.934583",1,"UI:Search","| metadata type=sourcetypes | search totalCount > 0","",0,1716052635,0,0,failed,"70.072",,,,,,,,,,,,,,,,,,,
"1716052636.4550",server,"1716052636.676506",0,"UI:Search","| history | search NOT search=""| history*"" AND NOT search=""*metadata*"" AND NOT search=""*loadjob*"" AND NOT savedsearch_name=""*"" AND NOT search=""search"" AND NOT search=""*from sid*"" AND NOT search=""| eventcount summarize=false index=* index=_**"" AND NOT provenance=""UI:LocateData"" AND NOT provenance=""UI:TableEditor"" AND NOT provenance=""UI:DataModel"" AND NOT provenance=""UI:Pivot"" AND NOT provenance=""UI:Dataset"" | dedup search | head 100000","",0,1716052636,0,0,completed,"0.14",,,,,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD5074d4cd1368138b7_1716052755.4555",server,"1716052755.818547",0,splunkjs," | mstats rate_avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" WHERE (index=""mltk_training_data_4"" AND (source=""xr-1"")) AND interface_name=""GigabitEthernet0/0/0/0""  span=1m","",5000,1716052755,0,5000,canceled,"0.117",0,0,"c34d3c01-a621-47c1-b852-301e6033cf90",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD5074d4cd1368138b7_1716052755.4556",server,"1716052755.870940",0,splunkjs," | mstats rate_avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" WHERE (index=""mltk_training_data_4"" AND (source=""xr-1"")) AND interface_name=""GigabitEthernet0/0/0/0""  span=1m","",0,1716052756,0,0,canceled,"0.084",0,0,"c34d3c01-a621-47c1-b852-301e6033cf90",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD5074d4cd1368138b7_1716052755.4557",server,"1716052755.881787",0,splunkjs," | mstats rate_avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" WHERE (index=""mltk_training_data_4"" AND (source=""xr-1"")) AND interface_name=""GigabitEthernet0/0/0/0""  span=1m",smart,5000,1716052756,2500,5000,completed,"0.128",0,0,"c34d3c01-a621-47c1-b852-301e6033cf90",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD57d41e58bef2b2635_1716052775.4558",server,"1716052775.076033",0,splunkjs,"| mstats rate_avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" WHERE (index=""mltk_training_data_4"" AND (source=""xr-1"")) AND interface_name=""GigabitEthernet0/0/0/0""  span=1m  | fit DensityFunction ""Rate (Avg) /s"" dist=auto threshold=0.017 show_density=true show_options=""feature_variables,split_by,params"" into ""_exp_draft_89b225d4328f464f9e6317bd2616b296""","",0,1716052775,0,0,canceled,"3.641",0,0,"4752ac3a-6011-4b48-8442-efe7c747d35a",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD57d41e58bef2b2635_1716052775.4559",server,"1716052775.117692",0,splunkjs,"| mstats rate_avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" WHERE (index=""mltk_training_data_4"" AND (source=""xr-1"")) AND interface_name=""GigabitEthernet0/0/0/0""  span=1m  | fit DensityFunction ""Rate (Avg) /s"" dist=auto threshold=0.017 show_density=true show_options=""feature_variables,split_by,params"" into ""_exp_draft_89b225d4328f464f9e6317bd2616b296""","",5000,1716052775,2500,5000,completed,"4.787",0,0,"4752ac3a-6011-4b48-8442-efe7c747d35a",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD5b4af5b225d5eb253_1716052781.4560",server,"1716052781.486051",0,splunkjs,"| loadjob admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD57d41e58bef2b2635_1716052775.4559 | stats first(_isApply) as _isApply, sum(IsOutlier(Rate (Avg) /s)) as outlierCount  | sort - outlierCount | table _isApply, outlierCount, *","",0,1716052781,0,0,canceled,"0.258",0,0,"c705f540-1d3a-4bcb-a121-75ba034f63f5",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD5066ea4437746a1bb_1716052781.4561",server,"1716052781.490496",0,splunkjs," | summary _exp_draft_89b225d4328f464f9e6317bd2616b296","",0,1716052781,0,0,canceled,"9.496",0,0,"607e303a-b91a-46a9-999c-e7c12293e202",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD53408c3e05f518482_1716052781.4562",server,"1716052781.495382",0,splunkjs," | summary _exp_draft_89b225d4328f464f9e6317bd2616b296 | `histogram(cardinality, 10)`","",0,1716052781,0,0,canceled,"9.461",0,0,"50aa2cd8-2821-4dac-825e-ddaa9b31550a",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD5a9edd29271b95a91_1716052781.4563",server,"1716052781.505415",0,splunkjs," | summary _exp_draft_89b225d4328f464f9e6317bd2616b296 | replace ""Auto: *"" with ""*"" in type | multireport  [| where type=""Normal"" |`histogram(mean, 10)` | eval type=""Normal""] [| where type=""Exponential"" |`histogram(mean, 10)` | eval type=""Exponential""] [| where type=""Gaussian KDE"" |`histogram(mean, 10)` | eval type=""Gaussian KDE""] [| where type=""Beta"" |`histogram(mean, 10)` | eval type=""Beta""] | table mean count type","",0,1716052781,0,0,canceled,"11.525",0,0,"ab5e65af-c40e-4b0f-a7f3-48da94f21138",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD568c4628b64e45659_1716052781.4564",server,"1716052781.513160",0,splunkjs," | summary _exp_draft_89b225d4328f464f9e6317bd2616b296 | replace ""Auto: *"" with ""*"" in type | multireport  [| where type=""Normal"" |`histogram(std, 10)` | eval type=""Normal""] [| where type=""Exponential"" |`histogram(std, 10)` | eval type=""Exponential""] [| where type=""Gaussian KDE"" |`histogram(std, 10)` | eval type=""Gaussian KDE""] [| where type=""Beta"" |`histogram(std, 10)` | eval type=""Beta""] | table std count type","",0,1716052781,0,0,canceled,"11.769",0,0,"a8262e87-63c1-4192-97fc-a44cb5d911f9",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD5b4af5b225d5eb253_1716052781.4565",server,"1716052781.613076",0,splunkjs,"| loadjob admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD57d41e58bef2b2635_1716052775.4559 | stats first(_isApply) as _isApply, sum(IsOutlier(Rate (Avg) /s)) as outlierCount  | sort - outlierCount | table _isApply, outlierCount, *","",0,1716052781,1,0,completed,"0.311",0,0,"c705f540-1d3a-4bcb-a121-75ba034f63f5",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD5066ea4437746a1bb_1716052781.4566",server,"1716052781.616906",0,splunkjs," | summary _exp_draft_89b225d4328f464f9e6317bd2616b296","",0,1716052781,1,0,completed,"12.807",0,0,"607e303a-b91a-46a9-999c-e7c12293e202",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD53408c3e05f518482_1716052781.4567",server,"1716052781.630643",0,splunkjs," | summary _exp_draft_89b225d4328f464f9e6317bd2616b296 | `histogram(cardinality, 10)`","",0,1716052782,1,0,completed,"12.777000000000001",0,0,"50aa2cd8-2821-4dac-825e-ddaa9b31550a",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD5a9edd29271b95a91_1716052781.4568",server,"1716052781.636945",0,splunkjs," | summary _exp_draft_89b225d4328f464f9e6317bd2616b296 | replace ""Auto: *"" with ""*"" in type | multireport  [| where type=""Normal"" |`histogram(mean, 10)` | eval type=""Normal""] [| where type=""Exponential"" |`histogram(mean, 10)` | eval type=""Exponential""] [| where type=""Gaussian KDE"" |`histogram(mean, 10)` | eval type=""Gaussian KDE""] [| where type=""Beta"" |`histogram(mean, 10)` | eval type=""Beta""] | table mean count type","",0,1716052781,1,0,completed,"13.828",0,0,"ab5e65af-c40e-4b0f-a7f3-48da94f21138",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD568c4628b64e45659_1716052781.4569",server,"1716052781.644959",0,splunkjs," | summary _exp_draft_89b225d4328f464f9e6317bd2616b296 | replace ""Auto: *"" with ""*"" in type | multireport  [| where type=""Normal"" |`histogram(std, 10)` | eval type=""Normal""] [| where type=""Exponential"" |`histogram(std, 10)` | eval type=""Exponential""] [| where type=""Gaussian KDE"" |`histogram(std, 10)` | eval type=""Gaussian KDE""] [| where type=""Beta"" |`histogram(std, 10)` | eval type=""Beta""] | table std count type","",0,1716052782,1,0,completed,"13.436",0,0,"a8262e87-63c1-4192-97fc-a44cb5d911f9",,,,,,,,,,,,,,,,
